,city,country,woeid,lat,lng,trends
254,Konya,Turkey,2344210,37.875,32.475,"['#PolisiminYanındayım', '#müjde', '#cebrailcankalaycıtutuklansın', '#merhaba1442', '#sütyen', ""Allah'tan"", 'Reis', 'Sosa', 'Zekeriya Alp', 'GençKızlara KorkunçTuzak', 'Belediye Başkanları İstişare', 'Merkez Bankası', 'James Rodriguez', 'GamzeTetike UmutOl', 'Polisler', 'Görevini', 'RTEMüjde MahkumaAFOlsun', 'Maske', 'Yusuf Namoğlu', 'Erman Toroğlu', 'Videonun', 'Hasan Bülent Kahraman', 'Yasayı', 'Kadının', 'Tekme', 'Ellerinde', 'Uğurcan Çakır', 'Larin', 'Açığa', 'Darp', 'Oruç', 'Devlete', 'Olayın', 'Nevşin', 'Zonguldak', 'Kudurun', 'Yeni Hicri', '#MuharremAyı', '#CGNöbette', '#VedatMuriqi', '#duygusuziftira', '#akpENTÜBE', '#kariyernet', '#ikinciildışıyapılsın', '#Gmail', '#faiz', '#hacettepesesimiziduy', '#yağmur', '#İyiGündeKötüGünde', '#MeşhurBingölKavurması']"
255,Auckland,New Zealand,2348079,-36.8481,174.763,"['Tough', 'Mittens', '#Covid_19', '#NRLEelsStorm', 'Goodyear', '#DemConvention', 'high court', '#BidenHarris2020', 'pete', 'dr shane', 'Chloe', 'MAGA', 'kmart', 'Florida', 'Christians', '#shortlandstreet', 'Taiwan', 'nzers', 'Rachel', 'the nats', 'Boyd', 'Nazi', 'heather simpson', 'australians', 'Rydges', 'Reti', 'lebron', 'Joe Biden', 'Ireland', 'Kia Ora', 'Pakistan', 'Putin', 'Dame', 'donald trump', 'Border', 'iPhone', 'jordan', 'jesse', 'victoria', 'Northland', 'Wendy', 'Tasman', 'air nz', 'Democrat', 'Portland', 'aotearoa new zealand', 'vietnam', 'Republican', '#dungeonsanddragons', '#conservation']"
256,Albuquerque,United States,2352824,35.1053,-106.6464,"['#WAPParty', '#DemConvention', 'Goodyear', '#BidenHarris2020', 'Democrat', 'President Obama', 'Governor', '#thursdaythoughts', '#NationalRadioDay', 'Nelson del Valle', 'Friday Eve', 'Navalny', 'Hawaiian Punch', 'Thom Brennaman', 'Drunk History', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'Playoff P', 'KIM LIP', 'trey burke', 'AND GOT CAUGHT', 'No. She', 'Under God', 'heejin', 'Jennifer Hudson', 'Vegito', 'TV-MA', 'Boban', 'gowon', 'Jaysar', 'The Bronx', 'Triggered', 'Miles Taylor', 'Machado', '#TrumpMeltdown', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#ThirstyThursday', '#HappyBirthdayMishaCollins', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo']"
257,Atlanta,United States,2357024,33.7627,-84.4225,"['President Obama', 'Mavs', 'Clippers', '#DNC2020', 'Luka', '#WAPParty', '#ThursdayThoughts', '#NationalRadioDay', '#TrumpMeltdown', 'Nelson del Valle', 'Friday Eve', 'Navalny', 'Hawaiian Punch', 'Thom Brennaman', 'Drunk History', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'Playoff P', 'KIM LIP', 'AND GOT CAUGHT', 'No. She', 'Under God', 'heejin', 'Jennifer Hudson', 'Vegito', 'TV-MA', 'Boban', 'gowon', 'Jaysar', 'Triggered', 'Bronx', 'Miles Taylor', 'Machado', 'Ronna', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#ThirstyThursday', '#HappyBirthdayMishaCollins', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#Apollo', '#SGDQ2020', '#FireKevinWarren']"
258,Atlanta,United States,2357024,33.1136,-94.1672,"['President Obama', 'Mavs', 'Clippers', '#DNC2020', 'Luka', '#WAPParty', '#ThursdayThoughts', '#NationalRadioDay', '#TrumpMeltdown', 'Nelson del Valle', 'Friday Eve', 'Navalny', 'Hawaiian Punch', 'Thom Brennaman', 'Drunk History', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'Playoff P', 'KIM LIP', 'AND GOT CAUGHT', 'No. She', 'Under God', 'heejin', 'Jennifer Hudson', 'Vegito', 'TV-MA', 'Boban', 'gowon', 'Jaysar', 'Triggered', 'Bronx', 'Miles Taylor', 'Machado', 'Ronna', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#ThirstyThursday', '#HappyBirthdayMishaCollins', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#Apollo', '#SGDQ2020', '#FireKevinWarren']"
259,Austin,United States,2357536,30.3006,-97.7517,"['Mavs', '#DemocraticConvention', '#WAPParty', 'Goodyear', '#MFFL', '#ThursdayThoughts', '#NationalRadioDay', 'Nelson del Valle', 'Friday Eve', 'Navalny', 'President Obama', 'Hawaiian Punch', 'Thom Brennaman', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'playoff p', 'KIM LIP', 'AND GOT CAUGHT', 'heejin', 'No. She', 'Under God', 'Jennifer Hudson', 'Vegito', 'Boban', 'TV-MA', 'gowon', 'Jaysar', 'Machado', 'Triggered', 'Bronx', 'Ronna', 'Cuties', 'Billie', 'Seth Curry', '#TrumpMeltdown', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#HappyBirthdayMishaCollins', '#DrunkHistory', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#Apollo', '#RHOBH', '#SGDQ2020']"
260,Austin,United States,2357536,43.6722,-92.9761,"['Mavs', '#DemocraticConvention', '#WAPParty', 'Goodyear', '#MFFL', '#ThursdayThoughts', '#NationalRadioDay', 'Nelson del Valle', 'Friday Eve', 'Navalny', 'President Obama', 'Hawaiian Punch', 'Thom Brennaman', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'playoff p', 'KIM LIP', 'AND GOT CAUGHT', 'heejin', 'No. She', 'Under God', 'Jennifer Hudson', 'Vegito', 'Boban', 'TV-MA', 'gowon', 'Jaysar', 'Machado', 'Triggered', 'Bronx', 'Ronna', 'Cuties', 'Billie', 'Seth Curry', '#TrumpMeltdown', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#HappyBirthdayMishaCollins', '#DrunkHistory', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#Apollo', '#RHOBH', '#SGDQ2020']"
261,Baltimore,United States,2358820,39.3051,-76.6144,"['#DemocraticConvention', '#WAPParty', 'Goodyear', 'President Obama', 'Trey Songz', '#ThursdayThoughts', '#NationalRadioDay', 'Nelson del Valle', '#TrumpMeltdown', 'Friday Eve', 'Navalny', 'Hawaiian Punch', 'Thom Brennaman', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'playoff p', 'KIM LIP', 'Trey Burke', 'AND GOT CAUGHT', 'heejin', 'No. She', 'Under God', 'Jennifer Hudson', 'Vegito', 'Boban', 'TV-MA', 'gowon', 'Jaysar', 'Machado', 'Triggered', 'Bronx', 'Ronna', 'Cuties', 'Billie', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#HappyBirthdayMishaCollins', '#DrunkHistory', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo', '#SGDQ2020']"
262,Baton Rouge,United States,2359991,30.4419,-91.131,"['#WAPParty', 'Bron', 'Telfar', 'Blazers', '#DemConvention', 'I-10', '#thursdaythoughts', '#NationalRadioDay', '#TrumpMeltdown', 'Nelson del Valle', 'Friday Eve', 'Navalny', 'President Obama', 'Hawaiian Punch', 'Thom Brennaman', 'Drunk History', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'Playoff P', 'KIM LIP', 'trey burke', 'AND GOT CAUGHT', 'No. She', 'Under God', 'heejin', 'Jennifer Hudson', 'Vegito', 'TV-MA', 'Boban', 'gowon', 'Jaysar', 'Triggered', 'Miles Taylor', 'Machado', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#ThirstyThursday', '#HappyBirthdayMishaCollins', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo', '#SGDQ2020']"
263,Birmingham,United States,2364559,33.5277,-86.7987,"['#WAPParty', 'Lakers', '#DNC2020', '#BidenHarris2020', ""Y'all"", 'Republican', '#thursdaythoughts', '#NationalRadioDay', 'Nelson del Valle', 'Friday Eve', 'Navalny', 'President Obama', 'Hawaiian Punch', 'Thom Brennaman', 'Drunk History', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'Playoff P', 'KIM LIP', 'trey burke', 'AND GOT CAUGHT', 'No. She', 'Under God', 'heejin', 'Jennifer Hudson', 'Vegito', 'TV-MA', 'Boban', 'gowon', 'Jaysar', 'The Bronx', 'Triggered', 'Miles Taylor', 'Machado', '#TrumpMeltdown', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#ThirstyThursday', '#HappyBirthdayMishaCollins', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo']"
264,Birmingham,United States,2364559,42.5447,-83.2166,"['#WAPParty', 'Lakers', '#DNC2020', '#BidenHarris2020', ""Y'all"", 'Republican', '#thursdaythoughts', '#NationalRadioDay', 'Nelson del Valle', 'Friday Eve', 'Navalny', 'President Obama', 'Hawaiian Punch', 'Thom Brennaman', 'Drunk History', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'Playoff P', 'KIM LIP', 'trey burke', 'AND GOT CAUGHT', 'No. She', 'Under God', 'heejin', 'Jennifer Hudson', 'Vegito', 'TV-MA', 'Boban', 'gowon', 'Jaysar', 'The Bronx', 'Triggered', 'Miles Taylor', 'Machado', '#TrumpMeltdown', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#ThirstyThursday', '#HappyBirthdayMishaCollins', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo']"
265,Boston,United States,2367105,42.3188,-71.0846,"['#DemocraticConvention', 'Tatum', 'Celtics', '#WAPParty', 'Goodyear', 'Embiid', '#ThursdayThoughts', '#NationalRadioDay', 'Nelson del Valle', '#TrumpMeltdown', 'Friday Eve', 'President Obama', 'Navalny', 'Hawaiian Punch', 'Thom Brennaman', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'playoff p', 'KIM LIP', 'Trey Burke', 'AND GOT CAUGHT', 'heejin', 'No. She', 'Under God', 'Jennifer Hudson', 'Vegito', 'Boban', 'TV-MA', 'gowon', 'Jaysar', 'Machado', 'Triggered', 'Bronx', 'Ronna', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#HappyBirthdayMishaCollins', '#DrunkHistory', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo', '#SGDQ2020']"
266,Boston,United States,2367105,42.6528,-78.7555,"['#DemocraticConvention', 'Tatum', 'Celtics', '#WAPParty', 'Goodyear', 'Embiid', '#ThursdayThoughts', '#NationalRadioDay', 'Nelson del Valle', '#TrumpMeltdown', 'Friday Eve', 'President Obama', 'Navalny', 'Hawaiian Punch', 'Thom Brennaman', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'playoff p', 'KIM LIP', 'Trey Burke', 'AND GOT CAUGHT', 'heejin', 'No. She', 'Under God', 'Jennifer Hudson', 'Vegito', 'Boban', 'TV-MA', 'gowon', 'Jaysar', 'Machado', 'Triggered', 'Bronx', 'Ronna', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#HappyBirthdayMishaCollins', '#DrunkHistory', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo', '#SGDQ2020']"
267,Charlotte,United States,2378426,35.2079,-80.8304,"['Clippers', '#DemocraticConvention', 'Luka', '#WAPParty', 'Goodyear', 'President Obama', '#ThursdayThoughts', '#NationalRadioDay', 'Nelson del Valle', '#TrumpMeltdown', 'Friday Eve', 'Navalny', 'Hawaiian Punch', 'Thom Brennaman', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'playoff p', 'KIM LIP', 'AND GOT CAUGHT', 'heejin', 'No. She', 'Under God', 'Jennifer Hudson', 'Vegito', 'Boban', 'TV-MA', 'gowon', 'Jaysar', 'Machado', 'Triggered', 'Bronx', 'Ronna', 'Cuties', 'Billie', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#HappyBirthdayMishaCollins', '#DrunkHistory', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo', '#SGDQ2020']"
268,Charlotte,United States,2378426,42.5662,-84.8304,"['Clippers', '#DemocraticConvention', 'Luka', '#WAPParty', 'Goodyear', 'President Obama', '#ThursdayThoughts', '#NationalRadioDay', 'Nelson del Valle', '#TrumpMeltdown', 'Friday Eve', 'Navalny', 'Hawaiian Punch', 'Thom Brennaman', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'playoff p', 'KIM LIP', 'AND GOT CAUGHT', 'heejin', 'No. She', 'Under God', 'Jennifer Hudson', 'Vegito', 'Boban', 'TV-MA', 'gowon', 'Jaysar', 'Machado', 'Triggered', 'Bronx', 'Ronna', 'Cuties', 'Billie', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#HappyBirthdayMishaCollins', '#DrunkHistory', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo', '#SGDQ2020']"
269,Chicago,United States,2379574,41.8373,-87.6862,"['#DemocraticConvention', 'Mavs', 'Luka', 'Clippers', '#WAPParty', 'Goodyear', 'Dane Dunning', 'Thom Brennaman', '#thursdaythoughts', '#NationalRadioDay', '#TrumpMeltdown', 'Nelson del Valle', 'Friday Eve', 'Navalny', 'President Obama', 'Hawaiian Punch', 'Drunk History', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'Playoff P', 'KIM LIP', 'AND GOT CAUGHT', 'No. She', 'Under God', 'heejin', 'Jennifer Hudson', 'Vegito', 'TV-MA', 'Boban', 'gowon', 'Jaysar', 'The Bronx', 'Triggered', 'Miles Taylor', 'Machado', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#ThirstyThursday', '#HappyBirthdayMishaCollins', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#Apollo', '#SGDQ2020']"
270,Cincinnati,United States,2380358,39.1412,-84.506,"['Thom', 'Reds', '#WAPParty', 'Goodyear', 'Jim Day', '#thursdaythoughts', '#NationalRadioDay', '#TrumpMeltdown', 'Nelson del Valle', '#ObamaWasBetterAtEverything', 'Friday Eve', 'Navalny', 'President Obama', 'Hawaiian Punch', 'Drunk History', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'Playoff P', 'KIM LIP', 'trey burke', 'AND GOT CAUGHT', 'No. She', 'Under God', 'heejin', 'Jennifer Hudson', 'Vegito', 'TV-MA', 'Boban', 'gowon', 'Jaysar', 'The Bronx', 'Miles Taylor', 'Triggered', 'Machado', '#freesza', '#TD13', '#FireVelveteenDream', '#ThirstyThursday', '#HappyBirthdayMishaCollins', '#DNCConvention2020', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo', '#SGDQ2020']"
271,Cleveland,United States,2381475,41.4767,-81.6805,"['#WAPParty', 'Goodyear', 'Akron', 'Lakers', '#DemConvention', 'Luka', 'Jesus', '#ThursdayThoughts', '#NationalRadioDay', 'Nelson del Valle', '#TrumpMeltdown', 'Friday Eve', 'Navalny', 'President Obama', 'Hawaiian Punch', 'Thom Brennaman', 'Tropical Depression 13', 'Pandemic P', 'Flint', 'playoff p', 'KIM LIP', 'Trey Burke', 'AND GOT CAUGHT', 'heejin', 'No. She', 'Under God', 'Jennifer Hudson', 'Vegito', 'Boban', 'TV-MA', 'gowon', 'Jaysar', 'Machado', 'Triggered', 'Ronna', 'Cuties', 'Billie', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#HappyBirthdayMishaCollins', '#DrunkHistory', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo', '#SGDQ2020']"
272,Cleveland,United States,2381475,35.1818,-84.8707,"['#WAPParty', 'Goodyear', 'Lakers', '#DemConvention', 'Luka', 'Jesus', '#ThursdayThoughts', '#NationalRadioDay', '#TrumpMeltdown', 'Nelson del Valle', 'Friday Eve', 'Navalny', 'President Obama', 'Hawaiian Punch', 'Thom Brennaman', 'Drunk History', 'Tropical Depression 13', 'Pandemic P', 'Flint', 'Playoff P', 'KIM LIP', 'Trey Burke', 'AND GOT CAUGHT', 'No. She', 'Under God', 'heejin', 'Jennifer Hudson', 'Vegito', 'TV-MA', 'Boban', 'gowon', 'Jaysar', 'Triggered', 'Miles Taylor', 'Machado', 'Ronna', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#ThirstyThursday', '#HappyBirthdayMishaCollins', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo', '#SGDQ2020']"
273,Cleveland,United States,2381475,33.744,-90.7285,"['#WAPParty', 'Goodyear', 'Lakers', '#DemConvention', 'Luka', 'Jesus', '#ThursdayThoughts', '#NationalRadioDay', '#TrumpMeltdown', 'Nelson del Valle', 'Friday Eve', 'Navalny', 'President Obama', 'Hawaiian Punch', 'Thom Brennaman', 'Drunk History', 'Tropical Depression 13', 'Pandemic P', 'Flint', 'Playoff P', 'KIM LIP', 'Trey Burke', 'AND GOT CAUGHT', 'No. She', 'Under God', 'heejin', 'Jennifer Hudson', 'Vegito', 'TV-MA', 'Boban', 'gowon', 'Jaysar', 'Triggered', 'Miles Taylor', 'Machado', 'Ronna', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#ThirstyThursday', '#HappyBirthdayMishaCollins', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo', '#SGDQ2020']"
274,Cleveland,United States,2381475,30.3369,-95.0924,"['#WAPParty', 'Goodyear', 'Akron', 'Lakers', '#DemConvention', 'Luka', 'Jesus', '#ThursdayThoughts', '#NationalRadioDay', 'Nelson del Valle', '#TrumpMeltdown', 'Friday Eve', 'Navalny', 'President Obama', 'Hawaiian Punch', 'Thom Brennaman', 'Tropical Depression 13', 'Pandemic P', 'Flint', 'playoff p', 'KIM LIP', 'Trey Burke', 'AND GOT CAUGHT', 'heejin', 'No. She', 'Under God', 'Jennifer Hudson', 'Vegito', 'Boban', 'TV-MA', 'gowon', 'Jaysar', 'Machado', 'Triggered', 'Ronna', 'Cuties', 'Billie', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#HappyBirthdayMishaCollins', '#DrunkHistory', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo', '#SGDQ2020']"
275,Cleveland,United States,2381475,34.5971,-83.7622,"['#WAPParty', 'Goodyear', 'Lakers', '#DemConvention', 'Luka', 'Jesus', '#ThursdayThoughts', '#NationalRadioDay', '#TrumpMeltdown', 'Nelson del Valle', 'Friday Eve', 'Navalny', 'President Obama', 'Hawaiian Punch', 'Thom Brennaman', 'Drunk History', 'Tropical Depression 13', 'Pandemic P', 'Flint', 'Playoff P', 'KIM LIP', 'Trey Burke', 'AND GOT CAUGHT', 'No. She', 'Under God', 'heejin', 'Jennifer Hudson', 'Vegito', 'TV-MA', 'Boban', 'gowon', 'Jaysar', 'Triggered', 'Miles Taylor', 'Machado', 'Ronna', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#ThirstyThursday', '#HappyBirthdayMishaCollins', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo', '#SGDQ2020']"
276,Colorado Springs,United States,2383489,38.8674,-104.7606,"['#WAPParty', '#GoAvsGo', 'Goodyear', '#DemConvention', 'Twitch', 'Putin', 'Bernie', 'Joe Biden', 'Russia', '#ThursdayThoughts', '#NationalRadioDay', 'Nelson del Valle', 'Friday Eve', 'Hawaiian Punch', 'Thom Brennaman', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'playoff p', 'KIM LIP', 'Trey Burke', 'AND GOT CAUGHT', 'heejin', 'No. She', 'Under God', 'Jennifer Hudson', 'Vegito', 'Boban', 'TV-MA', 'gowon', 'Jaysar', 'Machado', 'Triggered', 'Bronx', '#TrumpMeltdown', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#HappyBirthdayMishaCollins', '#DrunkHistory', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo', '#SGDQ2020']"
277,Columbus,United States,2383660,39.986,-82.9851,"['#WAPParty', 'Goodyear', '#FireKevinWarren', 'Thom', '#DemConvention', 'Reds', 'President Obama', '#ThursdayThoughts', '#NationalRadioDay', 'Nelson del Valle', 'Friday Eve', 'Navalny', 'Hawaiian Punch', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'playoff p', 'KIM LIP', 'Trey Burke', 'AND GOT CAUGHT', 'heejin', 'No. She', 'Under God', 'Jennifer Hudson', 'Vegito', 'Boban', 'TV-MA', 'gowon', 'Jaysar', 'Machado', 'Triggered', 'Bronx', 'Ronna', 'Cuties', '#TrumpMeltdown', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#HappyBirthdayMishaCollins', '#DrunkHistory', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo', '#SGDQ2020']"
278,Columbus,United States,2383660,32.51,-84.8771,"['#WAPParty', 'Goodyear', '#FireKevinWarren', 'Thom', 'Reds', '#DemConvention', 'President Obama', '#thursdaythoughts', '#NationalRadioDay', 'Nelson del Valle', 'Friday Eve', 'Navalny', 'Hawaiian Punch', 'Drunk History', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'Playoff P', 'KIM LIP', 'trey burke', 'AND GOT CAUGHT', 'No. She', 'Under God', 'heejin', 'Jennifer Hudson', 'Vegito', 'TV-MA', 'Boban', 'gowon', 'Jaysar', 'The Bronx', 'Triggered', 'Miles Taylor', 'Machado', '#TrumpMeltdown', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#ThirstyThursday', '#HappyBirthdayMishaCollins', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo', '#SGDQ2020']"
279,Columbus,United States,2383660,39.2094,-85.9183,"['#WAPParty', 'Goodyear', '#FireKevinWarren', 'Thom', 'Reds', '#DemConvention', 'President Obama', '#thursdaythoughts', '#NationalRadioDay', 'Nelson del Valle', 'Friday Eve', 'Navalny', 'Hawaiian Punch', 'Drunk History', 'Tropical Depression 13', 'Mediator', 'Pandemic P', 'Flint', 'Playoff P', 'KIM LIP', 'trey burke', 'AND GOT CAUGHT', 'No. She', 'Under God', 'heejin', 'Jennifer Hudson', 'Vegito', 'TV-MA', 'Boban', 'gowon', 'Jaysar', 'The Bronx', 'Triggered', 'Miles Taylor', 'Machado', '#TrumpMeltdown', '#ObamaWasBetterAtEverything', '#freesza', '#TD13', '#FireVelveteenDream', '#ThirstyThursday', '#HappyBirthdayMishaCollins', '#ObamaDNC', '#InfinityTrain', '#Battletoads', '#KamalaHarrisVP', '#banditotwitter', '#MFFL', '#Apollo', '#SGDQ2020']"
